category,text
관람객,자동차JK1(제네시스 GV80)의 우수함을 느끼고 출시될 JW1(제네시스 GV70)의 기대감이 한껏느껴짐 부의상징이자 잘만든 명차의 기대작임
관람객,재미있었어요!!(??ν')?♥
관람객,재밌어용~ 큰 반전은 없지만 뭔가 독특한.?
관람객,죄짓고는 몬산다.  많은걸 느끼게 해주는 영화
관람객,서면이든 해운대든 부산전경은 오지게 찍어줌ㅋㅋ조우진 연기는 지리는데 뻔한 스토리에 단조롭고느슨해지는 느낌이있음
관람객,더 테러 라이브 느낌~그런데 마지막에 뭔가 급마무리 되는 느낌이여서 조금 아쉽
관람객,조우진 연기 미쳤다진짜지창욱 나올때 포스와 눈빛연기슬픈연기하나에 온몸에전율이돋는데진짜 연기력하나로 씹어먹는영화
관람객,연기 끝내주네요. 시원한 바닷가를 배경으로 추적씬 대단합니다. 끝장면 보니 왠지 2편 예감이...
관람객,
관람객,연기 스토리 긴장감 있게 잘봤어요
관람객,다 좋았지만 그냥 제네시스 광고 보는 느낌이라 좀 그랬음...
관람객,조우진 연기 짱! 첫주연이 이 정도일줄이야
관람객,지금 보고왔어요.할말이없네...집에서 tv이 보는게 나아보임진짜 실망 감을 감추지 못했다...이건 아니라고 봐....
관람객,"조우진 연기 빼고 볼 거 없는 영화스토리, 개연성은 개나준듯"
관람객,부산 특유의 자본 부었다는 느낌 + 현차 자본 제네시스 광고 + 조우진 주연 연기력은 합격점이나 존재감과 임팩트 부족 + 류승수는 달마야 놀자가 인생작 그 이후로는 예능캐 + 지창욱 외모 성형외과 광고 수준
관람객,"오랜만에 어머니께 보여드린 영화. 보시다가 한마디 하심.""니도 저 차사라(GV80).."" 결국 무의식중에 1시간30분 차량 광고에 현혹되심..ㅋㅋ"
관람객,할 말이 없다 그냥.. 연기는 인정한다
관람객,뻔한 영화는 왜 자꾸 나오는겨...
관람객,은행과 증권사의 불완전 판매는 꼭 뿌리 뽑아야 한다.
관람객,조우진 배우 연기에만 올인한듯배우분들 연기에 10점 주고싶고스토리가 너무 급조된 느낌개연성이 없음스토리는 영..전체적으로 너무 답답함고구마 사이다가 아니라고구마 고구마 고구마 감자 물 같음
관람객,용두사미 조우진만 하드캐리
관람객,스토리라인이 너무 서술하고 시간낭비임
관람객,스피드가 생각나는 영화
관람객,가해자가 피해자 코스프레하는 영화처음에는 박진감넘치는줄알았음근데 진짜 고구마에다가 짜증유발하는 영화조우진 연기력이 아까운 영화 ☆제네시스 광고 비싸게 찍은 듯☆
관람객,음악과 연기에 따라가지 못하는영상과 연출.영상만 보면 아주아주 잘 만든 저예산 영화처럼 느껴짐
관람객,뻔한 내용 노잼영화 진짜 실망했음
관람객,예고편은 재미있었는데 그렇고 그런 뻔한 결말
관람객,줴가 빠로 그 증거입니닥
관람객,스토리 진짜 드라마수준도 못되네
관람객,노잼 ..;;조금 지루하다
관람객,배경이 부산인데 주인공들 사투리 전혀 안씀 공감 안됨제네시스 스포츠카인줄...개연성제로 주인공이 자식들태우고 폭탄설치하고 달린다는게 말이대? 조금 어이없음
관람객,핵노잼.. 누가재밋데
관람객,차가 나오는 영화인데. 광고라 하는 사람들은 머지? 그랜저 탔어야 하나?
관람객,스토리는 진짜 딱 틀에박힌 내용이었고요 조우진 배우님 연기는 너무 좋았으나 딸 연기력이 너무... ㅜㅜ 무엇보다 내용이 넘 진부해서 영화끝나고 충격먹었습니다
관람객,코스모스는 좋은 책이다
관람객,스토리 진행이 억지 아들다리가 다쳣는데 차는멀쩡 주인공 범인으로 모는것도 억지 다분 협상할때 신원조회안하고 동생투입시키는 억지 범인이 딸 데리고 가는데 경찰이 범인과 딸을 조사도 안하고 그냥 보냄 아내는 남편범인이 ...
관람객,넷플릭스에서 똥쌀깨 볼만함 ㅇㅈ
관람객,대기업의 시나리오 검토 시스템이 낳은 참사 - 진짜 심각함
관람객,두 주인공(제네시스+조우진)은 괜찬음나머지 스토리와 연출은....
관람객,제네시스에서 만든 영화..
관람객,제네시스 X 내부자들 조상무 콜라보레이션
관람객,예고편이 다인 영화.. 걍 유투브에 설명해준 동영상만 보세요
관람객,조우진의 연기 때문에 그나마 6점.
관람객,기대가 컸나...결말이 뭔지도 모르겠고뭔가 질질끄는느낌..+차광고느낌ㅋ
관람객,"조우진 연기외 볼게없네요연출, 시나리오 디테일. 모두 부족한듯간만에 진짜시간아까운"
관람객,"신파과다, 개연성 부족, 선전 과다. 제네시스 90분 광고(에어백 잘 터짐, 주행성능 좋음-_-)"
관람객,그렇게 쉽게 뉘우칠 수 있는 사람이었다면 그런 짓을 묵과하진 않았을 듯. 지창욱 피부는 설정인가요오..
관람객,재난물에 신파 끼얹기 클리셰.   인위적 원인으로 인한 재난물에는 주인공이 왜 그런 재난을 겪어야 하는지에 대한 이유가 중요하다. 재난을 극복하고 원인을 찾는 것이 재난물의 핵심. 그러나 이 영화에선 각본은 뒷전이요...
관람객,돈주고보기아까움….
관람객,내용이 좋네요라임 사태가 생각나네요감사합니다
관람객,예고편때문에 기대가 너무 높아서 인지 한국 영화 특유의 알수없는 흐리멍텅 결말친동생인지 확인도 안하는 치밀한 경찰 GV90 광고 조우진의 차분한 네 좋은정보감사합니다
관람객,아....초반에는 괜찮다가 개연성도떨어지고 결말도...
관람객,그냥 개봉하지말고  넷플릭스에 팔지 ...그럼 돈버는건디
관람객,2시간짜리 현대차 광고
관람객,엉망이네요재미는 1도없고긴장감 1도없고자동차 광고네요시간이 아까워요
관람객,대체로 평이한 수준의 영화
관람객,용두사미….. 연기를잘함..조우진
관람객,별 한개 주려다 두개 준건 조우진 연기 뿐
관람객,박진감도 없고..진부하고 돈아깝 ㅠㅠ
관람객,결국 제네시스는 끝날때까지 기스 하나 나지 않았다.
관람객,한국영화 리뷰특징 내용은 없고 죄다 연기연기거림 ㅋㅋㅋㅋ
관람객,전형적인 용두사미 영화.카체이싱 조우진 연기 좋았지만뻔한 스토리. 엔딩에서 클리셰를 지키지 않을려는 몸부림으로 몰입이 깨졌다.
관람객,목표는 은행원 그리고 사연 있는 폭파범. 너무 뻔한 스토리에 구역질 나는 폭파범의 정당화.  제네시스 g80은 참 멋지긴 하다.
관람객,그냥 노잼... 이게 재밌다고? 누구나 예측할만한 결과 영화도 모르는 영린이가..
관람객,영화 스피드 아류작느낌
관람객,제네시스 광고를 돈주고 봤네.  스토리전개의 중요성을 알게해 준 영화네요. 이건뭐 그냥 이것저것 짜집기해서 대충 시간채운듯한 영화같은 느낌...  스릴도 감동도  전달되지 않았어요.
관람객,긴장감 있게 잘 봤습니다. 답답하고 허술한 점도 보였지만 현실에서 실제로 있는 일이라 슬펐습니다. 자신의 이익을 위해 타인을 희생시키거나 속이는 기만 행위는 하지 말아야 합니다. 나 자신으로 인해 타인이 큰 피해를 ...
관람객,남자 주연배우의 연기는 좋았으나..  그 외에는 기대 이하였습니다... 특히 스토리가 많이 심합니다....
관람객,딸 신파 최악.. 지루했음
관람객,남주 연기빼면 별점 0점임 그나마 남주 연기력때문에 2점임.여기 알바들이 많은듯.
관람객,증권사직원이라할 때 뻔한 내용 다 예상됨
관람객,진짜 영화보면서 헛웃음 이리 나온적 처음임. 나뿐만아니라 대다수가 영화보면서 헛웃음나왔고 도중에 나간사람도 몇 명 있음
관람객,영화와 차광고를 동시에 보는듯한 느낌..딸이 연기를 잘하네..
관람객,스피드라는 영화와 비교해서인지좀 아쉬운 느낌.킬링타임으론 추천조우진님 연기는 좋았음
관람객,멍청한 경찰들과 스피드랑 테러 라이브를 짜집기한 스토리 너무 식상하지 않나? 그리고 가족이라면서 신분  확인도 안하고 용의자에게 들여보내는 경찰이라니 참
관람객,제네시스타고 부산한바퀴
관람객,아이의 다리가 차안에서 왜 다쳐서 피나는지 아직도 이해가 안됨
관람객,배우들의 연기는 아주 훌륭함 특히 주연과 아역배우들 연기하지만 뻔한스토리 영화 초반부터 마지막까지 광고인줄알았음
관람객,영화 소개글 보자마자 1994년 개봉한 스피드가 떠오르는건 저 혼자인가요? 아직 영화를 안봐서 모르겠지만..
관람객,여러분 이거 다놓고 해외용화 레트리뷰션 한국배경으로 리메이크한 작품임
관람객,7점 정도 되는 영화라고 생각하는데 평점이 생각보다 높아서 6점 줌. 스토리가 너무 탄탄하지 못했음. 조우진 연기는 굿
관람객,
관람객,이것은..현대 제네시스 광고를 2시간동안 본기분...조우진 배우님은 마지막 빼곤 운전석에서 꿈쩍도 못하심....지창욱 배우의 결말이 좀 아쉽.... 조연 주연배우님들 연기가 ㄹㅇ 하드캐리
관람객,개민폐 캐릭터만 잔뜩나와서 보기너무 힘들었다... 조우진 연기력은 훌륭했지만 스토리가 너무나도 엉성함
관람객,전형적인 한국영화..오글거렸어요
관람객,여러분들은 만원내고 두시간 제네시스 광고를 보게될것입니다
관람객,자잘한 핵심기능들이 죄다 빠진 보급형(보다 더 못한) 스마트폰
관람객,주연 한명연기가 좋긴한데 몇몇 개연성부분이나 폭발물관리반장인가 여경캐릭터는 왜넣은건질 모르겠네요 대사도 감즹이입 깨트리는편이고..
관람객,
관람객,요새 볼영화없었는데 정말재밌었습니다 조우진님 연기짱
관람객,"제목은 발신제한으로 하겠습니다, 사실 스피드랑 쏘우를 곁들인"
관람객,몰입하고 잘봤습니다.  조우진님 연기 좋았어요
관람객,신파만 빼면 괜찮다
관람객,"넘나재밋는것.,.."
관람객,내내 긴장감 스토리도 말할거 없이 잘 짜여졌음반전 소름음악은 대박모두의 멋진 연기력감사합니다.손수건도 챙겨야함
관람객,연기는잘하네요  볼만합니다
관람객,근래본영화중 최악 딸래미 보다 암걸리는중
관람객,견찰 설정도 최악이고 너무허술하고 대체 왜 주인공을 용의자로 모는지 이해도 안가고 견찰들끼리 대화도안됨 심지어 용의자가족이 용의자만나는디 신분확인도 안함 ㅋㅋㅋㅋ게다가 딸까지 납치당하게함 이개 영화냐 ?
관람객,이딴 시나리오로 영화만들 생각한것도 대단하고 10분짜리 시나리오 늘려만든것도 대단하고영화보고나오니 왜이렇게 화가나냐
관람객,꼭 보세요 21년 전차왕 GV80입니다
관람객,폰부스 따라할려며누제대로 해야지. 스에기를 만들었네. 신파k폰부스 보는중 평점 남깁니다. 최악임 이게 한국영화 현실임 배끼는데 배끼는것을 못해
관람객,고구마 천개먹은듯한 느낌 범인은 차안에 원격으로 블랙박스로 다 보고있나
관람객,제네시스광고를 13000원주고보네 ㄷ ㄷ
관람객,너무 재미없어요 지창욱씨 연기보단 전화통화에서의 목소리에 긴장감이 하나도 없어요 목소리 톤도 이렇게 중요하구나를 느낌 그냥 나도 저 정도는 대사칠 수 있을 것 같아요 모든 배우의 연기력이 너무 아쉬워요 모든게 가성비...
관람객,"조우진이 다했네, 지창욱 닶이 없다..."
관람객,재미없어요.. 연기는 좋았지만 뻔하고 답답한 스토리
관람객,극혐이네 진짜
관람객,자본주의 사회에 투자는 지극적인 개인의 판단입니다.
관람객,90분짜리 제네시스광고
관람객,제네시스 에서 광고영화 제의 들어와서 완전 급하게 만든 영화같음 어거지로 만든느낌
관람객,솔직히 그냥 한국에서 맘먹고 만들수 있는 영화 내용.. 배우들 연기는 좋은데 스토리가 별로.. 그냥 흔하게 볼수있는 느낌이었다
관람객,제발 보지 마세요 영화가 아니라 쓰레기를 만들어놨습니다 돈 시간 너무 아깝네요
관람객,보는 내내 긴장감 대박이구 배우님들의 연기가 또 대박이었어요
관람객,"조우진  발음 구려서 당췌 무슨말하는지 못알아먹음,음악도 구리고 애들 드럽게 못생겨서 감정이입불가에 연기인지 연출인지 오바스럽고  전체적으로 똥망임"
관람객,진부하고 전형적으로 예측가능하고 눈에 보이는 스토리
관람객,"OO,, 첫날 평점에 기대하고 본 내가 잘못이지 그냥 집에서 iptv로 진짜 할거없을때 볼만한 영화임"
관람객,라임 사태에 대한 시사성을 제외한 스토리의 개연성이 너무 부족합니다. 노잼~
관람객,"조우진의 연기가 좋았고, 제네시스 GV80이 사고싶어지는 영화각본은 그냥 한국영화에 나오는 그냥 그거"
관람객,조우진은 잘생겼지만 발음이 불명확해서 무슨 말을 하려는지 이해하기 어려울 때가 꽤 있다. 딸 역할을 맡은 배우는 연기력이 부족했고 극의 전체적인 흐름을 흐트러뜨려서 보기가 싫었다. 전반적인 이야기 전개는 느슨해서 중...
관람객,스토리 개연성이 이해해줄 수 있는 부분를 많이 넘어가버림(납득이 안가는 장면이 많음). 그로 인해 답답함을 느끼고 지루해짐. 무슨 메시지를 전달하고싶은가는 알겠지만 아빠의 부성애 빼고는 공감도 안가고 어느 캐릭터에도...
관람객,간만에 이런 질 떨어지는영화 봅니다..시청자들에게 스릴을주려다 암을 선물해주시는감독님...팬트하우스를 능가할뻔한 막장스토리 감동입니다...
관람객,장점1.조우진님의 연기 2.해운대 추격씬3.초반 긴장감단점1.경찰들의 무능함2.헬리콥터가 밸런스 붕괴를 일으킨다 처음 등장은 좋았는데 후반 마지막 다시 도망칠때 헬리콥터를 보여주었는데 갑자기 사라졌다(아마 추적이 너...
관람객,아무리 상업영화라해도 ...  한국에선 영화가 그저 패스트푸드 장사같네...
관람객,조우진 연기 짱 잘하네요~~
관람객,"코로나라는 상황이 아쉬울 만큼 영화 몰입도가 좋습니다. 아들 학기말고사 치루느라 고생해서 가족 끼리 봤는데, 역시 영화는 극장에서 봐야함."
관람객,제발 작품좀 검토하고 영화찍으세요..돈준다고 덜렁 하지말고배우로써 커리어 다 망칩니다.연기도 잘해야 하지만 작품도 잘골라야 하지않겠어요?
관람객,"영화적 허용을 감안해도 억지스러운 전개, 영화 후반까지 아무 매력도 없는 악역, 부족한 액션연출과 cg 등 특히 스토리에서는 악역이 동생이라고 혼자 가는 부분이나 기껏 용의자라고 단정짓고 인질로 잡혔던 딸을 동생에게..."
관람객,드럽게 재미없어요. 걍 온갖 클리셰 다 때려넣고 너무 뻔해서 시작부터 결말이 빤히 보임... 어디서 본듯한 내용이다 싶었는데 더 테러 라이브랑 내용 비슷함
관람객,진짜 진지하게 재미없고 암만 걸리니 제발 보지마세요
관람객,스페인영화 레트리뷰션 리메이크작인데....그냥 100%완전 똑같음 ㅋㅋ원작보다 못함...
관람객,"오늘 보고왔는데,,, 예고편이 전부이고,, 예고가 더 재밌음..기대 많이 했는데,, 솔직히 조금 아쉬움특히나 K 신파,,, 굉장히 지루함"
관람객,슬픈 자본주의의 현실을 잘 묘사했네요
관람객,기대1도안하고 별로일거라는 예상하고 영화봤는데 느끼는점이 많음 남에눈에 눈물나면 내눈에 피눈물 나는거고 떳떳함은 돈주고도 못산다 인간은 나약하다
관람객,평점에 알바쓰지마세요..별점이 낮아도 한국영화 즐겨보는데 별점9점은 너무 사기잖아요..
관람객,현실성 떨어지는 내용진부한 추격신개연성없는 스토리최악
관람객,이 영화 대본 쓰신 분 최소 군대 안다녀오셨고 폭탄이나 지뢰에 대한 이해도 없이 아무렇게나 상상해서 쓰심 그리고 경찰들이 무슨 신원조회도 없이 외부인을 현장에 마음대로 출입시킴 너무 말이 안되게 설정함 작가님 다음 ...
관람객,쪼만한 후진공장에 당장 없으면 안되는 운용비를 파생상품에 투자햇다가 돈잃는게 원한의 이유인거 실화임??
관람객,부산사람이라 더 재밌게봤어요!
관람객,재밌게 봤긴 했지만 별로네요
관람객,예상보다 좋았어요!조우진 배우님 연기는 연기 같지않고 실제 상황같아서 몰입이 많이 되었어요앞으로도 계속 주연길 걸으셨으면!
관람객,배우 연기 대박이네요 !!마지막 영화 끝마무리가 조금 아쉬움이 있었네요ㅠ그래도 오랜만에 본 영화 .즐거웠습니다
관람객,조우진이 출연하는 작품은 무조건 봐야한다고!!!
관람객,재밌습니다.잘봤습니다
관람객,스릴 넘치고 재밌게 봤어요 조우진님 연기 진짜 잘하심bb
관람객,설정 잘 살려서 긴장감 있고 좋았음 부산 살던데 많이 나와서 그런가 더욱 재밌기도 했고
관람객,클리셰 가득한 뻔한 한국형 범죄 영화. 재미는 있었지만 살짝 부족했다.
관람객,역시 믿고보는 조우진 연기로 몰입하면서 봤음ㅋㅋ오랜만에 극장에서 볼만했음!
관람객,"ㅋㅋㅋ 이 댓글이 알바 댓글이냐 ? "" 유일하게 기대되는 "" 이라 했잖아 OO들아 ㅋㅋㅋㅋ 글 제대로 봐라 눈이 안좋냐 ? 안좋으면 수술 하던가 ~ ㄹㅇ 꼴보견이노 ;;"
관람객,러닝타임도 짧고 긴장감도 최고! 최근 한국영화중엔 제일 나은듯
관람객,재밌어요 볼만해용
관람객,나름 감동 있어요끝이   좀    맘에 안듬.
관람객,Gv80 홍보영화 진짜보지마
관람객,발신제한=관람제한.
관람객,gv80 광고 잘봤습니다
관람객,영화는 결국 플롯이다라는걸 깨닫게 해줌.. 기계화된 4차 산업혁명시대의 70년대 권선징악형 로동영화
관람객,좋았는데 마지막 좀 허무하게 범인의 결말이 아쉽네어ㅗ
관람객,스토리 개연성은 어느정도 있는거 같은데 긴장감을 이끌어가는 부분이 부족했음. 감동포인트 잡기도 힘듬
관람객,개연성은 어디로...?보는내내 하품나옴..K클리셰의 향연..
관람객,연기짱gv80 너무사고싶어요 미치겟어용
관람객,진짜 재미없음더 테러 라이브의 하위호환.
관람객,재네시스 광고입니다.
관람객,조우진 더하기 봄 부산 해운대
관람객,
관람객,혹시나하고 봤는데 역시나 재미없는
관람객,자동차 안이란 제한적인공간에서 이런 스토리가 나오고 긴장감있고 정말재밌게 잘봤습니다 !!
관람객,
관람객,조우진의 연기는 너무 좋았다 하지만 왜 답답하고 꽉막힌 경찰은 항상 남자경찰이고 멋지고 현명한 경찰은 여자경찰인거지? 그리고 왜 구조대가 있는데 왜 여경이 cpr을 하는거냐고 ㅋㅋ
관람객,이럴거면 그냥 분노의질주를봤지
관람객,"재밌게 잘 봤습니다. 조우진 배우님 연기도 좋았고, 줄거리도 흥미진진했어요."
관람객,재미읎다어거지눈물근데눈물남ㅜㅜ힝
관람객,재미없음범죄자 미화 좀 제발..
관람객,
관람객,조우진님 항상 감초 역할 잘 해주셔서 팬이었는데 (김은숙 작가님 드라마) 이렇게 어느새 주연배우 당당히 꿰차신 모습 보기 너무 좋아요 ?????? 연기력 진짜
관람객,배우들 연기력은 너무 좋았는데 내용은..
관람객,조우진 연기가 지렸다 ㄹㅇ 안보면 후회할듯
관람객,진짜 재밌음 ㄹㅇㅠㅠ배우들 연기도 장난 아니고 특히 조우진님 연기가… 진짜 미쳤어요 말이 필요 없음 걍 존잼 진짜 꼭 보세요 슬프기도 진짜 슬프고 액션도 있어서 정말 재밌게 봤어요
관람객,오랜만에 재미있고 스릴있고 완전강추합니다
관람객,지루하고 정말 어거지 스토리다
관람객,제네시스 광고영상 에휴
관람객,완벽하고 저희 동네 나와서 더 좋았어요 ㅎㅎ
관람객,보는 내내 짜는 부분이 계속 있었지만찔끔나오다가 맒재밌게봄 추천해줄만함  뒷내용 너무 예측됨 뭔가 뻔한 스토리
관람객,액션도 아니고 드라마도 아니고 스릴러도 아닌 어중간함배우의 연기는 명품이었음
관람객,조우진 배우님 첫 주연작이라고 하던데 연기를 너무 잘하시더라고요ㅎ 글구 차 안에서만 진행되는데도 되게 몰입감이 좋았어요 원래 이런 영화는 좀 스토리가 뻔한 경우가 많은데 반전이 있어서 끝까지 재밌게 잘 봤구요 강추드...
관람객,"지창욱, 조우진 연기가 다한 영화.애들 울음소리가 너무 많이 나와서 거슬리긴 했지만 그것빼고는 배경, 연기 다 괜찮음."
관람객,내용도 단순하고 현실감도 떨어지고 돈이 아까운 영화다. 이걸 시나리오라고 쓴건지 한심하다.
관람객,
관람객,엄청 스릴있게봤어요
관람객,현대차 광고 돈내고 보게 되네연기는 좋았다
관람객,조우진 배우님의 하드캐리 잘봤습니다 돈아깝지는 않은 영화임
관람객,조우진님 연기를 너무 잘하셔서 10점 드려요!
관람객,전반과 후반 감독이 다른느낌..경찰역과 진경은 미스 캐스팅..
관람객,영화보는 내내 제네시스광고 보고 나온 느낌....
관람객,아주재미납니다 조우진연기 대박
관람객,조우진연기만 좋은 제네시스광고
관람객,연기 대애박 잘해요 ㄷㄷ
관람객,"재미 있어요. 잘 봤어요. 잘 봤습니다. 재미 있게 잘 봤어요. 감동 했어요. 감동 했습니다. 내용이 듣고 잘 들었어요. 잘 들었습니다. 조우진,지창욱 지창욱 범인 당신입니다. 체포 될 것 같아요. 좋겠어요. 폭탄 ..."
관람객,조우진 배우가 이기적이면서도 짠한 캐릭터를 연기하면 어떤 느낌이 나오는지 그의 원탑 주연 배역을 고스란히 경험할 수 있는 영화. 배경이 부산이라 시내와 해안가를 넘나드는 자동차 운전씬이 나름 신선. 폭파범의 목소리가...
관람객,딱 B급영화 그이하일수도
관람객,음… 뭐라 그럴까? 일단 차에서 이뤄지는 것들이 많아서 멀미 심한 분들은 저처럼 힘드실 수 있고 차 안에서만 이뤄내는 연기인데도 배우님이 연기를 잘해주셔서 여러 감정을 느낄 수 있었습니다 조금 아쉬운 건 스토리…?
관람객,"수준낮은 스토리 gv80이 아깝다"""
관람객,전형적인 한국 영화 부실한 설정에 억지 즙짜기
관람객,영화보다가 중간에 나온적은 또 처음이네경찰나오는 순간부터 보지마세요
관람객,너무 잼없다 스토리 그지 같다 말도안되 아흐
관람객,1시간 30분 깔끔한 스토리 전개와 스릴감으로 스트레스 날려주는 간만에 영화다운 영화 잘 봤습니다 배우들 연기도 최고
관람객,
관람객,조우진이 멱살잡고 캐리한 영화
관람객,첨부터 끝까지 고구마전개여자싫어하는거 티난다 작가야ㅋ트롤역할 다 여자왜있는지 모르겠는 경찰배우가 아까움스토리도 별로임 왜 자기들 무지로 투자해놓고 남탓함ㅋㅋ범인도 웃김 자기도 무고한사람죽게해놓고 자기억울한것만 따짐복...
관람객,조우진 배우님 연기 대박!!!
관람객,1시간 30분동안 재밌고 긴장의 끈을 놓지 못함조우진이 연기가 미쳤긴했지만 모든 배우들이다 연기를 잘해서 그런거 같음
관람객,단언컨대 내인생 최악의 영화였음
관람객,"주연,조연 지창욱까지 긴장감 넘치는 열연 너무 재밌었습니다!"
관람객,내용은 생각보다 재밌었고 뻔한스토리이지만 연기가 캐리해서 만족스럽다
관람객,진짜 심장 완전 쫄깃해지는 영화였어요목소리 떨리고 손 떨리는 연기 너무 잘하더라구요감동포인트도 있어서 눈물났어여ㅠㅠ
관람객,"음악 되게 잘썼고 연기,연출 굿"
관람객,스토리도 재밌고 긴장감도 꽤있고..너무재밌게봤어요!!^^약간의 감동도있고ㅎ 다른사람은 아닐지모르지만전 재밌고 감동도 있었고 다재밌었습니다^^
관람객,하이텐션에서 갑자기 신파 연기 말고는...
관람객,조우진씨 연기가 영화를 이끌었다고해도 과언이아님...  앞으로도 승승장구하시고 오랜만에 한국영화 재밌게 봤습니다gv80 너무 대놓고 광고ㅋㅋ 안살거에요!
관람객,연기가 다 했긴했는데 혹평하는사람많네 그정도는 아니라보는데
관람객,배우님들이 연기를 너무 잘하셔서 푹빠져서 봤어요!!
관람객,남주가 서경석 닮았다.
관람객,
관람객,연기가 진짜 짱 지창욱 잘생김 진짜 재밋어요
관람객,주인공 남자가 연기를 너무 잘함
관람객,진짜 재미없음.. 현대에서 투자를 많이 받았나봐요 온통 차광고..^^ 스토리도 별로고 끝도 흐지부지 감동적이지도 않고 그냥 이걸 왜 만원을 넘게 돈주고 봤나 싶음 한마디로 돈아까우니까 보지마세요 연기력은 괜찮은데 스...
관람객,올만에 좋은 영화 나왔네요. 추천드립니다.
관람객,배우들의 명연기 최고입니다
관람객,스릴만점..재미있음
관람객,"남의 폰도 블루투스가 되다니... 코로나 시국에 밀폐된 공간에서 소수만 촬영하는 방법 생각하다 나온 스토리 아니냐며 ㅋㅋ 하드캐리 하드캐리 하는데, 일이 터지기도 전부터 혼자 심오한 표정 연기는 좀 오바스러웠음. 심..."
관람객,신파 작작 했으면....
관람객,스토리가 재미있는지 모르겠어요....뻔하기도하고  주인공 연기 잘하셔용  재미없는 영화보면 시간 아까운데  아주 조금 아까웠어요...
관람객,조우진님 연기가 부족한 부분을 커버했습니다. 연기 짱짱
관람객,조우진님 연기 완전 잘하심... 그리고 무엇보다 내용이 재밌음
관람객,재미있긴했어요끝에부분이 시시했지만요
